动账时间,动帐流水号,动账方向,动账金额,动账账户,动账场景,计费类型,子订单号,订单号,售后编号,下单时间,商品ID,商品名称,达人ID,达人名称,订单类型,订单实付应结,运费实付,实际平台补贴_运费,实际平台补贴,其他平台补贴,以旧换新抵扣,政府补贴平台垫资,实际达人补贴,实际抖音支付补贴,实际抖音月付营销补贴,银行补贴,订单退款,平台服务费,佣金,服务商佣金,渠道分成,招商服务费,站外推广费,其他分成,是否免佣,免佣金额,商户主体名称,备注
2026-03-10 01:52:14,'2026031001521020273733472628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6924513832218885853,'6924513832218885853,'SS76143923560743242580047,2026-02-27 08:04:21,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,9.99,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 01:52:33,'2026031001523011288584222628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6924518416357555919,'6924518416357555919,'SS76143928408524070660195,2026-02-27 07:45:44,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,9.99,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 01:53:17,'2026031001531437089451932628,入账,37.98,聚合账户,货款结算入账,小店自卖,'6924520910225178351,'6924520910225178351,'SS76143852643554434660161,2026-02-27 09:26:16,'3805378828843483239,2026新款冲电黄小鸭泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,,,普通订单,39.98,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,否,0,广州斌立科技有限公司,订单结算
2026-03-10 01:53:30,'2026031001532717491561062628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6924513817102679125,'6924513817102679125,'SS76143923446876943790070,2026-02-27 07:51:37,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,9.99,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 01:53:30,'2026031001532634194721802628,入账,37.98,聚合账户,货款结算入账,小店自卖,'6924534078970232559,'6924534078970232559,'SS76143852732681423860138,2026-02-27 09:25:20,'3805378828843483239,2026新款冲电黄小鸭泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,,,普通订单,39.98,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,否,0,广州斌立科技有限公司,订单结算
2026-03-10 01:54:07,'2026031001540415451102912628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6924525073449713500,'6924525073449713500,'SS76143923638637737220043,2026-02-27 07:47:39,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,9.99,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 01:54:28,'2026031001542540812382782628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6924532045185580386,'6924532045185514850,'SS76143903407054036980239,2026-02-27 08:05:44,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,9.99,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 01:54:52,'2026031001544900811054442628,入账,37.98,聚合账户,货款结算入账,小店自卖,'6924527601915690735,'6924527601915690735,'SS76143852597087483290152,2026-02-27 09:14:40,'3805378828843483239,2026新款冲电黄小鸭泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,,,普通订单,39.98,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,否,0,广州斌立科技有限公司,订单结算
2026-03-10 01:55:25,'2026031001552037882803712628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6924532045185514850,'6924532045185514850,'SS76143903449191716100016,2026-02-27 08:05:44,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,9.99,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 01:55:43,'2026031001553926933990762628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6924518396485533360,'6924518396485533360,'SS76143928318610191510203,2026-02-27 07:59:20,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,9.99,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 01:55:57,'2026031001555407814684592628,入账,18.98,聚合账户,货款结算入账,精选联盟,'6924523110340132042,'6924523110340132042,'SS76143901147906869760125,2026-02-27 08:07:41,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,19.98,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 02:26:39,'2026031002263625042458012628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6950926260818154881,'6950926260818154881,'SS76143937826872691200218,2026-02-27 08:11:47,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,9.99,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 02:26:39,'2026031002263505042675602628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6950930066614457782,'6950930066614457782,'SS76143923521150162260074,2026-02-27 07:45:13,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,9.99,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 02:26:49,'2026031002264437589693822628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6950912617246758007,'6950912617246758007,'SS76143923615068493070067,2026-02-27 07:46:40,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,9.99,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 02:27:24,'2026031002272011457170302628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6950917484594271460,'6950917484594271460,'SS76143937857745717850224,2026-02-27 07:59:57,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,9.99,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 02:28:59,'2026031002285422485242982628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6950910332336674565,'6950910332336674565,'SS76143937839668103950121,2026-02-27 08:11:07,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,9.99,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 02:30:00,'2026031002295706046681982628,入账,14.24,聚合账户,货款结算入账,精选联盟,'6950927974117348770,'6950927974117348770,'SS76143879964228820980149,2026-02-27 08:24:02,'3805378828843483239,2026新款冲电黄小鸭泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,14.99,0,0,0,0,0,0,0,0,0,0,0,-0.75,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 02:30:02,'2026031002295834687060992628,入账,14.24,聚合账户,货款结算入账,精选联盟,'6950923860810536207,'6950923860810536207,'SS76143880027564979740010,2026-02-27 08:23:46,'3805378828843483239,2026新款冲电黄小鸭泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,14.99,0,0,0,0,0,0,0,0,0,0,0,-0.75,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 02:30:15,'2026031002301208857684912628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6950914941013399211,'6950914941013399211,'SS76143923598156603420019,2026-02-27 07:30:13,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,9.99,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 02:30:15,'2026031002301106261645062628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6950921227550135978,'6950921227550135978,'SS76143923572789747290191,2026-02-27 07:01:13,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,9.99,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 02:30:36,'2026031002303223125204632628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6950914961191801943,'6950914961191801943,'SS76143923598453476360192,2026-02-27 06:58:42,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,9.99,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 02:33:04,'2026031002330216444666942628,入账,14.24,聚合账户,货款结算入账,精选联盟,'6924533919319031479,'6924533919319031479,'SS76143880054150929920237,2026-02-27 08:21:27,'3805378828843483239,2026新款冲电黄小鸭泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,14.99,0,0,0,0,0,0,0,0,0,0,0,-0.75,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 02:33:24,'2026031002332022699706982628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6924552951444831994,'6924552951444831994,'SS76143923505258870270008,2026-02-28 06:55:27,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,9.99,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 02:33:54,'2026031002335040601521002628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6924527494758563009,'6924527494758563009,'SS76143928449581553140122,2026-02-27 08:07:31,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,9.99,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 02:34:00,'2026031002335519053944702628,入账,37.98,聚合账户,货款结算入账,小店自卖,'6924523268803821295,'6924523268803821295,'SS76143852640897766500184,2026-02-27 09:25:43,'3805378828843483239,2026新款冲电黄小鸭泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,,,普通订单,39.98,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,否,0,广州斌立科技有限公司,订单结算
2026-03-10 02:34:17,'2026031002341424578952312628,入账,37.98,聚合账户,货款结算入账,小店自卖,'6924534071125049071,'6924534071125049071,'SS76143852692188531300169,2026-02-27 09:24:33,'3805378828843483239,2026新款冲电黄小鸭泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,,,普通订单,39.98,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,否,0,广州斌立科技有限公司,订单结算
2026-03-10 02:34:18,'2026031002341608700562022628,入账,37.98,聚合账户,货款结算入账,小店自卖,'6924532134333480687,'6924532134333480687,'SS76143876408254305470233,2026-02-27 09:16:15,'3805378828843483239,2026新款冲电黄小鸭泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,,,普通订单,39.98,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,否,0,广州斌立科技有限公司,订单结算
2026-03-10 02:34:20,'2026031002341631429964802628,入账,37.98,聚合账户,货款结算入账,小店自卖,'6924534055756857071,'6924534055756857071,'SS76143852642486400100169,2026-02-27 09:16:03,'3805378828843483239,2026新款冲电黄小鸭泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,,,普通订单,39.98,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,否,0,广州斌立科技有限公司,订单结算
2026-03-10 02:34:32,'2026031002342810247419222628,入账,37.98,聚合账户,货款结算入账,小店自卖,'6924520866515484399,'6924520866515484399,'SS76143852645816737620105,2026-02-27 09:27:03,'3805378828843483239,2026新款冲电黄小鸭泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,,,普通订单,39.98,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,否,0,广州斌立科技有限公司,订单结算
2026-03-10 02:34:43,'2026031002344000223524202628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6924523130019413040,'6924523130019413040,'SS76143928372621970380249,2026-02-27 08:06:10,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,9.99,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 02:34:59,'2026031002345641238738302628,入账,14.24,聚合账户,货款结算入账,精选联盟,'6924533990796655717,'6924533990796655717,'SS76143879911404672100044,2026-02-27 08:24:21,'3805378828843483239,2026新款冲电黄小鸭泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,14.99,0,0,0,0,0,0,0,0,0,0,0,-0.75,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 02:35:36,'2026031002353211671311712628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6924525058730721189,'6924525058730721189,'SS76143923554855979620046,2026-02-27 07:44:26,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,9.99,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 02:35:58,'2026031002355236375311452628,入账,14.24,聚合账户,货款结算入账,精选联盟,'6924525127091584338,'6924525127091584338,'SS76143880007515840380116,2026-02-27 08:21:18,'3805378828843483239,2026新款冲电黄小鸭泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,14.99,0,0,0,0,0,0,0,0,0,0,0,-0.75,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 02:36:08,'2026031002360435914225102628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6924518413259930883,'6924518413259930883,'SS76143923525776181820194,2026-02-27 07:28:08,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,9.99,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 02:36:27,'2026031002362320518018652628,入账,37.98,聚合账户,货款结算入账,小店自卖,'6924520906240458479,'6924520906240458479,'SS76143852596396364990242,2026-02-27 09:26:35,'3805378828843483239,2026新款冲电黄小鸭泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,,,普通订单,39.98,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,否,0,广州斌立科技有限公司,订单结算
2026-03-10 02:37:00,'2026031002365708644039782628,入账,14.24,聚合账户,货款结算入账,精选联盟,'6924536098702196150,'6924536098702196150,'SS76143879955340823300188,2026-02-28 07:07:03,'3805378828843483239,2026新款冲电黄小鸭泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,14.99,0,0,0,0,0,0,0,0,0,0,0,-0.75,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 02:37:16,'2026031002371211498293862628,入账,37.98,聚合账户,货款结算入账,小店自卖,'6924534049639202543,'6924534049639202543,'SS76143852606335388500073,2026-02-27 09:26:52,'3805378828843483239,2026新款冲电黄小鸭泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,,,普通订单,39.98,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,否,0,广州斌立科技有限公司,订单结算
2026-03-10 03:33:28,'2026031003332532338250742628,入账,28.48,聚合账户,货款结算入账,精选联盟,'6924544089200425996,'6924544089200425996,'SS76143843371401224200233,2026-02-28 06:30:47,'3805378828843483239,2026新款冲电黄小鸭泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,29.98,0,0,0,0,0,0,0,0,0,0,0,-1.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 03:37:31,'2026031003372729959173222628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6950926248879789946,'6950926248879789946,'SS76143937731078272090081,2026-02-27 08:11:28,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,9.99,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 03:37:54,'2026031003375030713124222628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6950932629343901176,'6950932629343901176,'SS76143937777126815240194,2026-02-27 08:14:34,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,4.99,0,0,5,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 03:39:01,'2026031003385817044774912628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6950932628009260779,'6950932628009260779,'SS76143928206701862940181,2026-02-27 08:10:28,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,9.99,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 03:39:01,'2026031003385724456563462628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6950912605647345555,'6950912605647280019,'SS76143900298007518810142,2026-02-27 08:05:49,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,9.99,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 03:39:02,'2026031003385918664699142628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6950926200574318093,'6950926200574318093,'SS76140864072714819060058,2026-02-27 08:06:49,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,9.99,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 03:39:11,'2026031003390735809572272628,入账,14.24,聚合账户,货款结算入账,精选联盟,'6950951763010262331,'6950951763010262331,'SS76143879928323771150012,2026-02-28 06:30:09,'3805378828843483239,2026新款冲电黄小鸭泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,14.99,0,0,0,0,0,0,0,0,0,0,0,-0.75,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 03:39:29,'2026031003392629615396302628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6950910304577721344,'6950910304577721344,'SS76143903153271608670064,2026-02-27 08:12:15,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,9.99,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 03:39:44,'2026031003394218711186182628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6950938208250172416,'6950938208250172416,'SS76143903040994842020166,2026-02-28 06:35:25,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,9.99,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 03:39:51,'2026031003394803984919462628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6950912654549915352,'6950912654549915352,'SS76143923526779210620224,2026-02-27 07:58:44,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,9.99,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 03:40:07,'2026031003400414852470222628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6950930032990492454,'6950930032990492454,'SS76143923522832796220143,2026-02-27 07:40:37,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,9.99,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 03:40:23,'2026031003402101905628222628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6950923873173247665,'6950923873173247665,'SS76143928332364679770160,2026-02-27 08:04:45,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,9.99,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 03:40:27,'2026031003402438965745142628,入账,9.79,聚合账户,货款结算入账,精选联盟,'6950631812056815326,'6950631812056815326,'SS76055850190205100030203,2026-02-08 06:41:34,'3796351544073519123,电动牵绳小马声光跳萌宠益智早教启蒙科学实验【自备2节5号电池,'2802025515201240,欣宝丫头玩具,普通订单,7.99,0,0,2,0,0,0,0,0,0,0,0,-0.2,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 03:40:45,'2026031003404137169072982628,入账,14.24,聚合账户,货款结算入账,精选联盟,'6950932654481282780,'6950932654481282780,'SS76143879923209385470176,2026-02-27 08:27:03,'3805378828843483239,2026新款冲电黄小鸭泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,14.99,0,0,0,0,0,0,0,0,0,0,0,-0.75,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 03:40:57,'2026031003405433018680382628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6950912630083229661,'6950912630083229661,'SS76143937804319012470231,2026-02-27 08:11:03,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,5.99,0,0,4,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 03:41:31,'2026031003412828693181962628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6950927952662828095,'6950927952662828095,'SS76143928155953073140246,2026-02-27 06:44:44,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,9.99,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 03:41:33,'2026031003413125082967472628,入账,18.98,聚合账户,货款结算入账,精选联盟,'6924529647644934010,'6924529647644934010,'SS76143901708594099720157,2026-02-27 07:36:43,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,19.98,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 03:41:33,'2026031003413014983995422628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6924513892264868909,'6924513892264868909,'SS76143937917051865700166,2026-02-27 08:05:26,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,9.99,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 03:41:33,'2026031003413014733481482628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6950934583859222444,'6950934583859222444,'SS76143937859225848780141,2026-02-27 07:37:04,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,9.99,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 03:41:34,'2026031003413120766561712628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6924523059966410067,'6924523059966410067,'SS76143900356517071460011,2026-02-27 07:33:50,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,9.99,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 03:41:34,'2026031003413114476085912628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6950930097968781260,'6950930097968781260,'SS76143937857764930660239,2026-02-27 08:01:57,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,9.99,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 03:45:45,'2026031003454111874962352628,入账,10.44,聚合账户,货款结算入账,精选联盟,'6924471287067410182,'6924471287067410182,'SS76118993153169984540187,2026-02-24 20:35:07,'3802124055222550739,电动牵绳大号翅马声光跳萌宠益智早教启蒙自备3节5号电池,'7595415258585351205,欣儿玩具,普通订单,10.99,0,0,0,0,0,0,0,0,0,0,0,-0.55,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 03:45:57,'2026031003455408152517382628,入账,37.98,聚合账户,货款结算入账,小店自卖,'6924520903049051887,'6924520903049051887,'SS76143852682356208640068,2026-02-27 09:24:43,'3805378828843483239,2026新款冲电黄小鸭泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,,,普通订单,39.98,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,否,0,广州斌立科技有限公司,订单结算
